time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_goal_assist,statistics_big_chance_created,statistics_total_offside,statistics_good_high_claim,statistics_error_lead_to_a_shot,statistics_own_goals,statistics_expected_goals,statistics_expected_assists,statistics_blocked_scoring_attempt,statistics_big_chance_missed,statistics_hit_woodwork,statistics_penalty_miss,statistics_penalty_conceded,statistics_penalty_won,statistics_punches,statistics_goals_prevented,statistics_last_man_tackle,statistics_clearance_off_line,statistics_error_lead_to_a_goal,statistics_penalty_shootout_save,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_penalty_save
Grêmio,2024,50,away,Fluminense,Grêmio,Estádio do Maracanã,"Copa Libertadores, Knockout stage",6,3,Mano Menezes,Renato Portaluppi,Gustavo Nunes,39,F,TRUE,NA,11,8,3,NA,3,NA,2,NA,NA,45,21,7.2,6,1,NA,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,0,NA,NA,NA,NA,NA,1.0175,0.0110371,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,50,away,Fluminense,Grêmio,Estádio do Maracanã,"Copa Libertadores, Knockout stage",6,3,Mano Menezes,Renato Portaluppi,Miguel Monsalve,11,M,TRUE,NA,5,4,NA,NA,1,NA,NA,NA,NA,22,8,7,3,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Grêmio,2024,50,away,Fluminense,Grêmio,Estádio do Maracanã,"Copa Libertadores, Knockout stage",6,3,Mano Menezes,Renato Portaluppi,Matías Arezo,9,F,TRUE,NA,1,NA,NA,NA,1,NA,NA,NA,NA,12,3,6.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,50,away,Fluminense,Grêmio,Estádio do Maracanã,"Copa Libertadores, Knockout stage",6,3,Mano Menezes,Renato Portaluppi,Nathan,14,M,TRUE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Grêmio,2024,50,away,Fluminense,Grêmio,Estádio do Maracanã,"Copa Libertadores, Knockout stage",6,3,Mano Menezes,Renato Portaluppi,Caíque,31,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,50,away,Fluminense,Grêmio,Estádio do Maracanã,"Copa Libertadores, Knockout stage",6,3,Mano Menezes,Renato Portaluppi,José Guilherme,46,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,50,away,Fluminense,Grêmio,Estádio do Maracanã,"Copa Libertadores, Knockout stage",6,3,Mano Menezes,Renato Portaluppi,Fábio,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,50,away,Fluminense,Grêmio,Estádio do Maracanã,"Copa Libertadores, Knockout stage",6,3,Mano Menezes,Renato Portaluppi,Pedro Geromel,3,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,50,away,Fluminense,Grêmio,Estádio do Maracanã,"Copa Libertadores, Knockout stage",6,3,Mano Menezes,Renato Portaluppi,Natã,36,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,50,away,Fluminense,Grêmio,Estádio do Maracanã,"Copa Libertadores, Knockout stage",6,3,Mano Menezes,Renato Portaluppi,Ronald,35,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,50,away,Fluminense,Grêmio,Estádio do Maracanã,"Copa Libertadores, Knockout stage",6,3,Mano Menezes,Renato Portaluppi,Alexander Aravena,16,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Agustín Marchesín,1,G,FALSE,NA,28,16,23,11,1,2,NA,2,4,90,38,7.9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8105,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,João Pedro,18,D,FALSE,NA,37,29,4,2,8,4,NA,NA,NA,90,66,7.6,17,2,NA,1,5,5,2,1,NA,1,3,NA,3,NA,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0.590979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Rodrigo Ely,5,D,FALSE,NA,35,31,6,4,4,2,NA,NA,NA,90,48,7.8,4,NA,NA,NA,2,NA,NA,1,2,1,2,NA,2,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.017,0.0131727,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Jemerson,28,D,FALSE,NA,41,37,6,3,NA,1,NA,NA,NA,90,47,6.9,4,NA,NA,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Reinaldo,6,D,FALSE,NA,74,59,7,2,9,3,2,NA,NA,90,111,8.2,25,3,NA,NA,4,4,4,2,NA,3,NA,2,3,NA,2,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.0456,0.0302519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Mathias Villasanti,20,M,FALSE,TRUE,48,44,2,1,4,1,1,NA,NA,90,69,6.6,12,1,NA,NA,11,3,NA,1,2,NA,NA,3,3,2,3,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.0117,0.0928055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Dodi,17,M,FALSE,NA,38,35,1,1,7,2,NA,NA,NA,89,52,7.4,4,NA,NA,1,2,1,1,1,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0240452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Miguel Monsalve,11,M,FALSE,NA,27,22,3,2,6,NA,4,NA,NA,89,48,7.4,12,NA,NA,NA,6,4,1,NA,NA,NA,NA,1,1,NA,2,1,1,1,NA,NA,0,NA,1,NA,NA,NA,0.461,0.0326058,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Franco Cristaldo,10,M,FALSE,NA,56,47,4,NA,4,1,2,NA,NA,73,75,7.5,18,7,2,3,6,NA,NA,NA,NA,5,NA,1,2,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.0924,0.162901,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Yeferson Soteldo,7,M,FALSE,NA,32,25,NA,NA,8,NA,4,NA,NA,89,62,6.5,25,5,1,NA,12,11,4,NA,NA,NA,NA,1,NA,NA,4,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,0.053,0.145907,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Martin Braithwaite,22,F,FALSE,NA,22,18,NA,NA,1,2,1,NA,NA,72,35,6.4,11,NA,NA,1,7,2,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,1,NA,NA,0,NA,1,NA,NA,NA,0.5374,0.0567643,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Alexander Aravena,16,F,TRUE,NA,7,5,1,NA,1,1,1,NA,NA,18,14,7,5,1,1,NA,2,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,0.161569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Matías Arezo,9,F,TRUE,NA,7,4,1,NA,3,NA,NA,NA,NA,17,15,6.8,6,NA,NA,4,5,NA,NA,NA,NA,NA,1,NA,2,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.0177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Ronald,35,M,TRUE,NA,1,1,NA,NA,1,1,NA,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Edenilson,15,M,TRUE,NA,4,3,NA,NA,1,NA,NA,NA,NA,1,7,NA,3,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Gustavo Martins,53,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Rafael Cabral,33,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Pedro Geromel,3,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Fábio,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Rodrigo Caio,30,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Nathan,14,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Pepê,23,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,51,away,Criciúma,Grêmio,Estádio Heriberto Hülse,Brasileirão Série A,0,1,Cláudio Tencati,Renato Portaluppi,Nathan Fernandes,32,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Agustín Marchesín,1,G,FALSE,NA,26,15,23,12,1,NA,1,5,10,90,38,9.1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6966,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,João Pedro,18,D,FALSE,NA,12,8,1,NA,7,3,1,NA,NA,90,31,6.3,9,1,NA,1,4,3,3,2,3,NA,2,NA,1,2,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0134801,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Gustavo Martins,53,D,FALSE,NA,4,2,2,NA,2,NA,NA,NA,NA,20,7,3.1,3,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Walter Kannemann,4,D,FALSE,NA,21,18,4,2,4,8,NA,NA,NA,90,37,7.4,3,NA,NA,2,4,1,1,NA,1,1,2,1,1,1,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,0.0596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Reinaldo,6,D,FALSE,NA,20,17,2,NA,3,3,1,NA,NA,90,39,6.5,11,4,NA,NA,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0186901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Mathias Villasanti,20,M,FALSE,TRUE,28,18,6,3,4,7,1,NA,NA,90,49,6.8,16,1,NA,1,3,2,1,1,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0127811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Dodi,17,M,FALSE,NA,17,13,3,NA,9,1,4,NA,NA,89,32,7.2,4,NA,NA,NA,1,NA,NA,2,1,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.00883252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Franco Cristaldo,10,M,FALSE,NA,22,19,1,1,4,NA,2,NA,NA,74,35,7.9,6,3,2,NA,1,NA,NA,2,NA,1,1,NA,1,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,0.8992,0.109174,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Miguel Monsalve,11,M,FALSE,NA,13,10,NA,NA,4,1,1,NA,NA,59,23,6.4,6,NA,NA,2,3,2,1,NA,1,1,NA,NA,2,NA,NA,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,0.352,0.0382884,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Yeferson Soteldo,7,M,FALSE,NA,24,20,NA,NA,5,1,1,NA,NA,90,45,6.9,14,3,2,1,9,6,3,1,NA,5,NA,1,1,1,4,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0.334882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Martin Braithwaite,22,F,FALSE,NA,15,8,1,NA,6,1,NA,NA,NA,59,28,7.4,13,NA,NA,1,3,2,2,NA,1,NA,4,NA,NA,NA,1,2,1,2,NA,NA,0,NA,NA,NA,NA,NA,0.7061,0.0116393,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Natã,36,D,TRUE,NA,2,2,NA,NA,NA,3,NA,NA,NA,31,7,6.3,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Edenilson,15,M,TRUE,NA,6,6,NA,NA,2,2,1,NA,NA,31,13,6,3,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.0276,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Nathan Fernandes,32,F,TRUE,NA,NA,NA,NA,NA,1,NA,1,NA,NA,15,5,6.4,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Pedro Geromel,3,D,TRUE,NA,1,1,NA,NA,NA,1,NA,NA,NA,9,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Ronald,35,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6.1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Caíque,97,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Rodrigo Caio,30,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2024,53,home,Grêmio,Atlético Mineiro,Arena do Grêmio,Brasileirão Série A,2,3,Renato Portaluppi,Gabriel Milito,Fábio,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
