time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_punches,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_goal_assist,statistics_big_chance_created,statistics_total_offside,statistics_saved_shots_from_inside_the_box,statistics_big_chance_missed,statistics_penalty_won,statistics_good_high_claim,statistics_hit_woodwork,statistics_penalty_conceded,statistics_penalty_save,statistics_penalty_shootout_save,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_penalty_miss,statistics_error_lead_to_a_shot,statistics_last_man_tackle,statistics_clearance_off_line,statistics_own_goals,statistics_error_lead_to_a_goal,statistics_expected_goals,statistics_goals_prevented,statistics_expected_assists
Palmeiras,2023,70,away,Fortaleza,Palmeiras,Estádio Castelão,Brasileirão Série A,2,2,Juan Pablo Vojvoda,Abel Ferreira,Kaiky Naves,34,M,TRUE,NA,5,3,NA,NA,1,1,NA,NA,15,7,6.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,70,away,Fortaleza,Palmeiras,Estádio Castelão,Brasileirão Série A,2,2,Juan Pablo Vojvoda,Abel Ferreira,Fabinho,35,M,TRUE,NA,5,2,1,NA,1,NA,1,NA,14,8,6.4,4,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,70,away,Fortaleza,Palmeiras,Estádio Castelão,Brasileirão Série A,2,2,Juan Pablo Vojvoda,Abel Ferreira,Marcelo Lomba,42,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,70,away,Fortaleza,Palmeiras,Estádio Castelão,Brasileirão Série A,2,2,Juan Pablo Vojvoda,Abel Ferreira,Gustavo García,32,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,70,away,Fortaleza,Palmeiras,Estádio Castelão,Brasileirão Série A,2,2,Juan Pablo Vojvoda,Abel Ferreira,Jhon Jhon,40,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,70,away,Fortaleza,Palmeiras,Estádio Castelão,Brasileirão Série A,2,2,Juan Pablo Vojvoda,Abel Ferreira,Eduard Atuesta,20,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,70,away,Fortaleza,Palmeiras,Estádio Castelão,Brasileirão Série A,2,2,Juan Pablo Vojvoda,Abel Ferreira,Jailson,30,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,70,away,Fortaleza,Palmeiras,Estádio Castelão,Brasileirão Série A,2,2,Juan Pablo Vojvoda,Abel Ferreira,Kevin,37,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,70,away,Fortaleza,Palmeiras,Estádio Castelão,Brasileirão Série A,2,2,Juan Pablo Vojvoda,Abel Ferreira,José López,18,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Weverton,21,G,FALSE,NA,31,21,13,3,2,1,1,1,90,37,7.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1216,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Marcos Rocha,2,D,FALSE,TRUE,40,32,6,3,3,1,NA,NA,90,59,7.3,12,1,NA,NA,2,1,NA,1,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0426104
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Kaiky Naves,34,D,FALSE,NA,45,43,2,2,4,NA,NA,NA,90,52,7.2,3,NA,NA,NA,3,NA,NA,NA,2,1,1,1,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1049,NA,0.0103706
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Murilo,26,D,FALSE,NA,41,32,6,3,5,3,NA,NA,90,50,7.2,9,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0798,NA,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Joaquín Piquerez,22,D,FALSE,NA,31,28,4,3,1,NA,1,NA,90,50,7.5,8,5,3,1,4,1,NA,2,NA,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1049,NA,0.477866
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Richard Ríos,27,M,FALSE,NA,36,31,4,2,3,NA,1,NA,72,47,7.1,5,NA,NA,1,2,1,1,2,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0447,NA,0.0173947
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Zé Rafael,8,M,FALSE,NA,24,22,2,2,5,NA,2,NA,81,35,6.7,5,1,NA,2,6,NA,NA,1,3,NA,1,1,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3192,NA,0.0122991
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Endrick,9,M,FALSE,NA,25,19,1,1,7,NA,3,NA,81,46,7.7,13,NA,NA,1,7,8,3,NA,NA,2,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1574,NA,0.280763
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Raphael Veiga,23,M,FALSE,NA,32,22,2,1,7,NA,4,NA,90,60,8.4,21,11,6,1,7,3,NA,NA,NA,10,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92866
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Rony,10,M,FALSE,NA,1,1,NA,NA,1,NA,1,NA,12,4,6.8,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119149
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Breno Lopes,19,F,FALSE,NA,11,9,1,1,7,NA,1,NA,72,24,6.8,5,2,NA,2,3,1,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6033,NA,0.0175368
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Artur,14,F,TRUE,NA,16,12,NA,NA,4,1,NA,NA,78,34,7.4,10,3,1,1,4,2,2,1,1,4,1,1,1,1,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2812,NA,0.116821
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Fabinho,35,M,TRUE,NA,12,12,NA,NA,1,NA,NA,NA,18,16,6.2,2,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3294,NA,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Jhon Jhon,40,M,TRUE,NA,8,6,1,NA,3,1,NA,NA,18,16,7.4,2,NA,NA,NA,NA,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.587,NA,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Jailson,30,M,TRUE,NA,3,3,NA,NA,NA,NA,NA,NA,9,4,7.1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0283,NA,0.412141
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,José López,18,M,TRUE,NA,1,1,NA,NA,2,1,1,NA,9,7,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7155,NA,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Mateus Oliveira,24,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Marcelo Lomba,42,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Vanderlan,6,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Gustavo García,32,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Eduard Atuesta,20,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Estêvão,41,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,71,home,Palmeiras,América Mineiro,Allianz Parque,Brasileirão Série A,4,0,Abel Ferreira,Lisca,Kevin,37,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Weverton,21,G,FALSE,NA,26,17,17,8,NA,NA,NA,2,90,34,7.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Marcos Rocha,2,D,FALSE,NA,46,40,8,5,2,1,1,NA,90,68,6.8,16,3,NA,NA,4,1,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0150143
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Gustavo Gómez,15,D,FALSE,TRUE,24,22,3,2,3,5,NA,NA,90,37,7.3,3,NA,NA,1,1,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0665,NA,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Murilo,26,D,FALSE,NA,41,37,4,2,2,3,NA,NA,90,52,7.5,4,NA,NA,1,2,NA,NA,3,1,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21136
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Mayke,12,M,FALSE,NA,28,22,1,1,NA,1,NA,NA,85,37,6.7,11,5,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0468,NA,0.0117109
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Richard Ríos,27,M,FALSE,NA,29,24,4,3,10,NA,2,NA,90,56,7.6,11,3,NA,NA,4,3,3,NA,1,1,NA,1,5,4,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1094,NA,0.0243526
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Zé Rafael,8,M,FALSE,NA,14,11,2,1,6,NA,NA,NA,85,29,7,9,1,NA,1,6,4,2,NA,NA,1,NA,1,4,NA,NA,2,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0761,NA,0.0186389
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Joaquín Piquerez,22,M,FALSE,NA,20,19,3,2,1,NA,1,NA,60,30,7,5,3,1,NA,2,1,NA,NA,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0185,NA,0.463441
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Raphael Veiga,23,F,FALSE,NA,23,20,6,4,7,NA,2,NA,90,45,7.8,9,8,4,NA,7,4,2,1,2,7,NA,3,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0922,NA,0.416137
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Endrick,9,F,FALSE,NA,12,8,1,1,1,NA,1,NA,71,24,6.6,10,2,1,4,8,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2841,NA,0.0395234
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Breno Lopes,19,F,FALSE,NA,16,14,1,NA,3,NA,3,NA,70,26,7.3,4,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9135,NA,0.0323532
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Vanderlan,6,D,TRUE,NA,8,6,NA,NA,1,2,NA,NA,30,20,6.4,4,NA,NA,NA,3,1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00845026
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Jhon Jhon,40,M,TRUE,NA,2,2,2,2,NA,NA,NA,NA,20,5,6.6,1,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1567,NA,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,José López,18,M,TRUE,NA,7,4,1,NA,4,NA,1,NA,19,9,6.6,3,NA,NA,NA,1,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Fabinho,35,M,TRUE,NA,3,2,NA,NA,NA,NA,NA,NA,12,4,6.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1843,NA,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Artur,14,F,TRUE,NA,2,2,NA,NA,1,NA,NA,NA,12,6,6.5,2,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0838,NA,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Marcelo Lomba,42,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Gustavo García,32,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Kaiky Naves,34,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Luan Garcia,13,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Estêvão,41,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2023,72,home,Palmeiras,Fluminense,Allianz Parque,Brasileirão Série A,1,0,Abel Ferreira,Mano Menezes,Jailson,30,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
