time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_goal_assist,statistics_total_offside,statistics_hit_woodwork,statistics_punches,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_big_chance_created,statistics_big_chance_missed,statistics_error_lead_to_a_goal,statistics_penalty_won,statistics_penalty_miss,statistics_good_high_claim,statistics_penalty_conceded,statistics_penalty_save,statistics_penalty_shootout_goal,statistics_clearance_off_line,statistics_error_lead_to_a_shot,statistics_last_man_tackle,statistics_penalty_shootout_save,statistics_expected_goals,statistics_goals_prevented,statistics_expected_assists,statistics_penalty_shootout_miss,statistics_own_goals
Corinthians,2023,48,home,Corinthians,Coritiba,Neo Química Arena,Brasileirão Série A,3,1,Ramón Díaz,Jorginho,Wesley,36,M,TRUE,NA,8,5,NA,NA,2,1,1,NA,NA,45,21,7.1,8,NA,NA,NA,4,4,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0869,NA,0.019001,NA,NA
Corinthians,2023,48,home,Corinthians,Coritiba,Neo Química Arena,Brasileirão Série A,3,1,Ramón Díaz,Jorginho,Giuliano,20,M,TRUE,NA,10,7,NA,NA,1,NA,NA,NA,NA,19,11,6.5,3,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0120422,NA,NA
Corinthians,2023,48,home,Corinthians,Coritiba,Neo Química Arena,Brasileirão Série A,3,1,Ramón Díaz,Jorginho,Matías Rojas,10,M,TRUE,NA,5,5,NA,NA,NA,NA,NA,NA,NA,9,6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Corinthians,2023,48,home,Corinthians,Coritiba,Neo Química Arena,Brasileirão Série A,3,1,Ramón Díaz,Jorginho,Carlos Miguel,22,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,48,home,Corinthians,Coritiba,Neo Química Arena,Brasileirão Série A,3,1,Ramón Díaz,Jorginho,Caetano,14,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,48,home,Corinthians,Coritiba,Neo Química Arena,Brasileirão Série A,3,1,Ramón Díaz,Jorginho,Guilherme Biro,26,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,48,home,Corinthians,Coritiba,Neo Química Arena,Brasileirão Série A,3,1,Ramón Díaz,Jorginho,Matheus Araújo,30,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,48,home,Corinthians,Coritiba,Neo Química Arena,Brasileirão Série A,3,1,Ramón Díaz,Jorginho,Roni,29,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,48,home,Corinthians,Coritiba,Neo Química Arena,Brasileirão Série A,3,1,Ramón Díaz,Jorginho,Ángel Romero,11,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,48,home,Corinthians,Coritiba,Neo Química Arena,Brasileirão Série A,3,1,Ramón Díaz,Jorginho,Felipe Augusto,41,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Cássio,12,G,FALSE,TRUE,27,22,8,3,NA,NA,NA,4,5,90,33,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Bruno Méndez,25,D,FALSE,NA,15,12,2,1,3,1,NA,NA,NA,45,29,6.4,8,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Gil,4,D,FALSE,NA,64,56,10,4,4,5,NA,NA,NA,90,75,7,8,NA,NA,2,3,NA,NA,NA,1,NA,1,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Murillo,34,D,FALSE,NA,52,46,9,7,10,8,NA,NA,NA,90,75,7.2,10,NA,NA,NA,4,2,NA,1,1,1,7,1,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Fábio Santos,6,D,FALSE,NA,19,13,5,3,NA,4,NA,NA,NA,63,36,6.2,10,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Fausto Vera,5,M,FALSE,NA,37,30,1,1,3,2,2,NA,NA,45,43,6.5,8,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Maycon,7,M,FALSE,NA,73,64,7,2,5,NA,NA,NA,NA,90,81,7,10,NA,NA,1,4,1,NA,1,1,1,2,1,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Ruan Oliveira,33,M,FALSE,NA,12,10,NA,NA,6,2,1,NA,NA,63,27,6.8,5,1,1,5,7,1,1,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Renato Augusto,8,M,FALSE,NA,35,30,3,2,2,2,NA,NA,NA,90,52,6.5,11,3,1,2,5,2,NA,1,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Adson,28,M,FALSE,NA,25,20,NA,NA,3,1,NA,NA,NA,63,32,6.5,7,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Yuri Alberto,9,F,FALSE,NA,19,14,1,1,2,1,NA,NA,NA,90,34,6.1,16,NA,NA,1,8,2,NA,NA,1,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Fagner,23,D,TRUE,NA,24,22,1,NA,2,NA,1,NA,NA,45,44,6.8,7,4,NA,2,2,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Matías Rojas,10,M,TRUE,NA,29,22,2,1,2,NA,1,NA,NA,45,43,6.3,14,1,NA,NA,6,3,1,NA,2,NA,NA,NA,NA,2,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Matheus Bidu,21,D,TRUE,NA,21,21,2,2,2,1,NA,NA,NA,27,32,7.1,4,5,1,1,1,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Giuliano,20,M,TRUE,NA,28,26,NA,NA,1,NA,NA,NA,NA,27,30,6.8,2,NA,NA,1,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Wesley,36,M,TRUE,NA,10,9,2,2,4,NA,1,NA,NA,27,25,6.7,8,3,1,NA,3,4,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Carlos Miguel,22,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Lucas Veríssimo,3,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Caetano,14,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Gabriel Moscardo,44,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Guilherme Biro,26,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Ángel Romero,11,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,49,away,São Paulo,Corinthians,Estádio Cícero Pompeu de Toledo,Copa do Brasil,2,0,Luis Zubeldia,Ramón Díaz,Felipe Augusto,41,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Cássio,12,G,FALSE,TRUE,33,25,14,6,1,1,NA,4,7,90,46,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0.9606,NA,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Bruno Méndez,25,D,FALSE,NA,29,24,3,1,1,2,NA,NA,NA,68,46,6.2,9,NA,NA,3,5,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Lucas Veríssimo,3,D,FALSE,NA,77,73,7,5,7,7,1,NA,NA,90,88,7.1,4,NA,NA,2,2,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00706862,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Caetano,14,D,FALSE,NA,60,52,10,6,2,6,NA,NA,NA,90,72,6.9,10,NA,NA,1,2,NA,NA,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0063289,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Matheus Bidu,21,D,FALSE,NA,47,40,4,2,6,NA,3,NA,NA,90,84,6.4,19,6,NA,2,8,3,NA,1,2,NA,1,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,0.0206185,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Matías Rojas,10,M,FALSE,NA,23,14,NA,NA,2,NA,1,NA,NA,69,29,6.5,11,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0221468,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Gabriel Moscardo,44,M,FALSE,NA,54,50,4,4,9,1,1,NA,NA,90,78,6.7,12,NA,NA,1,10,7,4,NA,2,NA,NA,2,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0111989,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Giuliano,20,M,FALSE,NA,64,58,5,3,6,NA,2,NA,NA,90,74,7.2,9,NA,NA,2,4,1,1,NA,NA,1,1,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0374,NA,0.0287571,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Guilherme Biro,26,F,FALSE,NA,11,10,NA,NA,2,1,2,NA,NA,58,18,6.5,4,NA,NA,NA,4,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0171486,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Felipe Augusto,41,F,FALSE,NA,7,3,NA,NA,5,NA,1,NA,NA,58,16,6.7,8,NA,NA,NA,3,1,NA,NA,1,NA,3,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Wesley,36,F,FALSE,NA,15,12,1,NA,5,NA,2,NA,NA,58,28,6.6,8,NA,NA,1,5,3,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0123648,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Ruan Oliveira,33,M,TRUE,NA,15,14,NA,NA,2,NA,NA,NA,NA,32,25,6.6,8,5,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Giovane,17,F,TRUE,NA,3,2,NA,NA,2,NA,NA,NA,NA,32,8,6.5,3,NA,NA,2,3,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3896,NA,NA,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Gustavo Silva,19,F,TRUE,NA,10,9,NA,NA,4,NA,2,NA,NA,32,23,7.5,6,4,2,NA,1,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1401,NA,0.416176,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Léo Mana,13,D,TRUE,NA,24,22,1,1,2,NA,NA,NA,NA,22,28,6.8,3,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00533095,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Ángel Romero,11,F,TRUE,NA,8,6,1,NA,3,NA,1,NA,NA,21,19,6.7,7,3,2,2,5,3,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.176391,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Carlos Miguel,22,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Rafael Ramos,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,João Pedro Tchoca,47,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2023,50,away,Cruzeiro,Corinthians,Governador Magalhães Pinto,Brasileirão Série A,1,1,Fernando Diniz,Ramón Díaz,Fausto Vera,5,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
